code,clinton_diff
us-al-001,-7.5111679970839065
us-al-003,19.3856010082445
us-al-005,-6.199609601735162
us-al-007,-1.5207579354691054
us-al-009,-1.2097180491268524
us-al-011,-3.452543558492438
us-al-013,-6.422674177863036
us-al-015,-1.96374295070601
us-al-017,-0.6364664664507191
us-al-019,-1.9189146170126625
us-al-021,-1.0496086101910858
us-al-023,-55.24042095045508
us-al-025,-19.552905107811004
us-al-027,-1.4262156925200413
us-al-029,-1.609153280259254
us-al-031,-9.436567957834214
us-al-033,29.34778246036524
us-al-035,-5.482364139012629
us-al-037,-0.6568292190332614
us-al-039,-9.905951926555401
us-al-041,-10.379755072200613
us-al-043,10.028252316954031
us-al-045,-10.192396327029993
us-al-047,-30.361976886653032
us-al-049,14.02462634554325
us-al-051,-6.9540692733299885
us-al-053,31.020545638262043
us-al-055,23.64369169459288
us-al-057,16.5110922536065
us-al-059,18.24750830564784
us-al-061,-18.47290207618538
us-al-063,-17.17551658136084
us-al-065,-39.021877240201064
us-al-067,-12.026956461136223
us-al-069,-11.63602566465402
us-al-071,-5.048870279598414
us-al-073,-4.9232186143358
us-al-075,14.872236577662933
us-al-077,-5.438007952181723
us-al-079,24.458830669633823
us-al-081,-0.48857048228415634
us-al-083,-2.5120494879118107
us-al-085,-25.77970914590546
us-al-087,0.6206721297974171
us-al-089,-1.1678252803241251
us-al-091,-47.068895249757624
us-al-093,11.028958718422674
us-al-095,13.92286782195039
us-al-097,41.7895413258306
us-al-099,42.177003212929606
us-al-101,-1.7613330546403239
us-al-103,-1.9178824993293486
us-al-105,-26.703243332675097
us-al-107,-53.10601689045528
us-al-109,-7.809138810510468
us-al-111,-1.615082985008115
us-al-113,0.3858810229970644
us-al-115,-1.3455689984001902
us-al-117,0.22679334716731725
us-al-119,-25.16664767223702
us-al-121,-0.7852130539694802
us-al-123,-0.8643512617784954
us-al-125,-20.455461701446936
us-al-127,15.258550488599349
us-al-129,27.82139927340912
us-al-131,-28.142737460499667
us-al-133,8.455347619509357
us-az-001,-4.259338445530014
us-az-003,3.07815892431218
us-az-005,-5.451280309711937
us-az-007,-16.352943952588543
us-az-009,-20.439018286816022
us-az-011,-24.82068573100114
us-az-012,-3.144108863064965
us-az-013,4.827651267444855
us-az-015,-3.1199806772569034
us-az-017,-8.586407372721405
us-az-019,-1.1006667101469358
us-az-021,-2.7472102448762525
us-az-023,-26.53334328002591
us-az-025,-1.6407855304133134
us-az-027,-17.61948846183401
us-ar-001,31.2137797810689
us-ar-003,29.79091921316343
us-ar-005,21.091773752909035
us-ar-007,28.92361398000496
us-ar-009,18.16150456210043
us-ar-011,36.05255954010402
us-ar-013,28.162185985015427
us-ar-015,31.065253764640268
us-ar-017,56.27394636015326
us-ar-019,42.45836265540699
us-ar-021,23.057692307692307
us-ar-023,17.385188249896565
us-ar-025,21.556350626118068
us-ar-027,35.332508157983575
us-ar-029,1.1823789597582735
us-ar-031,29.623590925702075
us-ar-033,19.99109131403118
us-ar-035,52.720661985957875
us-ar-037,29.080593540878674
us-ar-039,42.042583904727536
us-ar-041,52.337326755931414
us-ar-043,35.860500379075056
us-ar-045,2.157989016812839
us-ar-047,20.32496307237814
us-ar-049,22.35959765297569
us-ar-051,30.17032226442838
us-ar-053,18.441907320349227
us-ar-055,21.034246575342465
us-ar-057,33.721095190807205
us-ar-059,26.364701942397854
us-ar-061,28.904578519469403
us-ar-063,21.162039077420303
us-ar-065,20.429515418502202
us-ar-067,30.70209464701319
us-ar-069,60.90986328879278
us-ar-071,26.635206321334504
us-ar-073,36.08391608391609
us-ar-075,22.21635883905013
us-ar-077,57.33641771315268
us-ar-079,32.723470987977
us-ar-081,26.72661182322556
us-ar-083,21.651306653200354
us-ar-085,20.900369003690038
us-ar-087,23.212980558397895
us-ar-089,20.17728999577881
us-ar-091,26.5552172021627
us-ar-093,42.94153286882762
us-ar-095,45.49237170596394
us-ar-097,21.01713964596797
us-ar-099,35.64386937769562
us-ar-101,18.62509992006395
us-ar-103,43.49270256668344
us-ar-105,1.7569919207213625
us-ar-107,61.9876312383144
us-ar-109,17.20673197689023
us-ar-111,24.346024346024343
us-ar-113,14.724820799416838
us-ar-115,22.154282422792328
us-ar-117,23.635307781649246
us-ar-119,7.494417231885136
us-ar-121,22.338924596331715
us-ar-123,54.25302826379542
us-ar-125,2.577915102111994
us-ar-127,17.150997150997153
us-ar-129,16.121244635193133
us-ar-131,27.55561529672693
us-ar-133,23.56422621657168
us-ar-135,20.306249137812113
us-ar-137,21.413314346742613
us-ar-139,34.657274772108444
us-ar-141,-0.1628076718451943
us-ar-143,40.759335947520796
us-ar-145,1.9390348202547787
us-ar-147,43.48502528199144
us-ar-149,22.98493554899829
us-ca-001,-6.739191038323311
us-ca-003,-0.18663113929316966
us-ca-005,0.05579006635553774
us-ca-007,-5.35829558087923
us-ca-009,-1.0629490407305708
us-ca-011,-8.13199151177354
us-ca-013,-1.7566345112372872
us-ca-015,-16.129356360390567
us-ca-017,0.8364477124785219
us-ca-019,7.3693556369412105
us-ca-021,-0.4013165246370465
us-ca-023,-15.75859344114261
us-ca-025,-1.3642029247413756
us-ca-027,0.6754304555977586
us-ca-029,6.5714466893837695
us-ca-031,10.860626616559049
us-ca-033,-16.350869285936685
us-ca-035,-2.522231678056028
us-ca-037,-6.171508535979731
us-ca-039,2.252142734887108
us-ca-041,-4.929890542640791
us-ca-043,-0.47839911912994637
us-ca-045,-13.76661276607295
us-ca-047,-0.9941368041479937
us-ca-049,-3.191460360096718
us-ca-051,2.181215491509525
us-ca-053,-0.9002150073264215
us-ca-055,-12.585091724693509
us-ca-057,-4.238324159824275
us-ca-059,-0.04867909802142023
us-ca-061,2.619858304876815
us-ca-063,-2.145282706170887
us-ca-065,-4.558691586658009
us-ca-067,-2.8515969539449126
us-ca-069,-2.3179882326641255
us-ca-071,0.27552953775091815
us-ca-073,-0.20229219839300594
us-ca-075,3.8664511207607055
us-ca-077,-0.323368430724158
us-ca-079,1.201513067978921
us-ca-081,-3.555471058063464
us-ca-083,3.5476046340936596
us-ca-085,-6.833474482797042
us-ca-087,-1.9809208182561822
us-ca-089,-6.172732224254735
us-ca-091,-3.2524822564911737
us-ca-093,-3.666460846301589
us-ca-095,-6.337541330193774
us-ca-097,-7.373028948052884
us-ca-099,-0.503525547709599
us-ca-101,-9.909680807169124
us-ca-103,-5.178509292307165
us-ca-105,-13.947226939465757
us-ca-107,8.261009691182863
us-ca-109,-1.6467899270534658
us-ca-111,-2.3719457938674804
us-ca-113,-4.756904070963797
us-ca-115,-10.530031163574627
us-co-001,-1.5991291678100261
us-co-003,-3.5618068878150835
us-co-005,6.983185253702312
us-co-007,-1.629504581682062
us-co-009,-1.1412646805122413
us-co-011,-2.6098047740955033
us-co-013,0.9193733423298767
us-co-014,-0.5398578417239008
us-co-015,1.8844575633654104
us-co-017,0.18620655952627657
us-co-019,-2.4341896559391674
us-co-021,-6.078209374715893
us-co-023,-4.667275022051387
us-co-025,-0.9841507102665015
us-co-027,0.37982575104559824
us-co-029,-3.868292876200588
us-co-031,1.1150942356387472
us-co-033,-11.895527546116677
us-co-035,5.928677603463051
us-co-037,0.04528139999593339
us-co-039,1.7015639075703526
us-co-041,2.6738308073149697
us-co-043,-0.34933563693080594
us-co-045,-3.2099153225194135
us-co-047,-4.711580288342033
us-co-049,-1.7233488795835195
us-co-051,-6.334388575356098
us-co-053,-3.666882537237676
us-co-055,0.9755317594843049
us-co-057,-3.4926662354733047
us-co-059,-2.192130894438371
us-co-061,-13.366328987735443
us-co-063,0.6575219723023801
us-co-065,-5.644213816817755
us-co-067,-1.1450102747841973
us-co-069,-1.5392883866541751
us-co-071,-2.194980847676542
us-co-073,0.6784739521544875
us-co-075,1.1155635131224306
us-co-077,0.6416966253001533
us-co-079,-8.181556748466257
us-co-081,-3.99531090943237
us-co-083,-5.276373558940839
us-co-085,-0.017107360909246472
us-co-087,1.61286034099041
us-co-089,-0.16980485689239155
us-co-091,-0.5492996429552366
us-co-093,-0.6279906680501046
us-co-095,1.6986054471997247
us-co-097,-2.0041778621421424
us-co-099,-8.62023135162881
us-co-101,4.267878153849369
us-co-103,-1.8996322734155329
us-co-105,-3.7550944869268523
us-co-107,0.8037443393259625
us-co-109,-8.764556782860195
us-co-111,1.965037436935635
us-co-113,-0.2590206505377779
us-co-115,2.288957465777636
us-co-117,-1.667339699761372
us-co-119,0.7415269935609897
us-co-121,1.413039928303865
us-co-123,2.4174332244498444
us-co-125,1.2038684468931526
us-ct-001,-2.36689398158626
us-ct-003,-5.252131019168271
us-ct-005,-9.84680235501376
us-ct-007,-10.755590374370016
us-ct-009,-12.068219444531735
us-ct-011,-17.41810313774885
us-ct-013,-12.179868025011476
us-ct-015,-18.26343245920587
us-de-001,-1.9015107168896317
us-de-003,-1.8883552964179207
us-de-005,-3.9755177447256154
us-dc-001,
us-dc-001,
us-fl-001,2.5323832995678197
us-fl-003,-7.031369115352221
us-fl-005,2.007432678915827
us-fl-007,-2.026807465001676
us-fl-009,5.186865106337269
us-fl-011,1.6507305007176232
us-fl-013,-2.140029361928941
us-fl-015,1.3446382510802213
us-fl-017,0.1742856000998605
us-fl-019,1.0519829769118694
us-fl-021,4.7075199570095485
us-fl-023,-1.8831825884042475
us-fl-027,-0.11355483037066016
us-fl-029,-3.0181833548651946
us-fl-031,4.812011338565481
us-fl-033,-1.7916957313174053
us-fl-035,-0.44262413215164775
us-fl-037,-1.7578408135572265
us-fl-039,-8.879942950990504
us-fl-041,-1.5506122423841084
us-fl-043,0.13316532025114958
us-fl-045,-0.4202122687521598
us-fl-047,-13.164804441967998
us-fl-049,-1.4045913088428175
us-fl-051,0.4081967913678708
us-fl-053,-0.9438664966224475
us-fl-055,1.5398815416957312
us-fl-057,-2.219712061821333
us-fl-059,-4.3314209679123055
us-fl-061,5.178884249329424
us-fl-063,-0.891696599782893
us-fl-065,-11.143939212870112
us-fl-067,-2.9021481979087578
us-fl-069,0.8265872899165583
us-fl-071,2.6658217164051035
us-fl-073,-1.5120376712672412
us-fl-075,-1.1547520878360362
us-fl-077,-5.752786407766989
us-fl-079,-9.145177755442708
us-fl-081,2.8960228166315325
us-fl-083,-0.17103015758510032
us-fl-085,1.588671541480402
us-fl-086,20.747754887919672
us-fl-087,7.1504163787866615
us-fl-089,4.000217888649097
us-fl-091,-3.8808896249476503
us-fl-093,1.4383546116830015
us-fl-095,-1.869925807957895
us-fl-097,-2.3593237955517266
us-fl-099,-2.143815761297896
us-fl-101,5.443763985110545
us-fl-103,1.1950148059667043
us-fl-105,-1.6364315281840847
us-fl-107,-5.911851895255404
us-fl-109,4.367674169913288
us-fl-111,-0.3686713419368659
us-fl-113,-2.801021297486514
us-fl-115,2.6888623358781674
us-fl-117,-0.3886403500258373
us-fl-119,2.0137834733644446
us-fl-121,-1.5258769738967004
us-fl-123,-3.75838370456239
us-fl-125,-2.462773868806739
us-fl-127,-1.6215653745514091
us-fl-129,-2.5131463519489747
us-fl-131,-3.0555431518909244
us-fl-133,0.02844442518160628
us-ga-001,0.9497594253076197
us-ga-003,-0.37481542194380824
us-ga-005,15.124378109452735
us-ga-007,-10.202991452991455
us-ga-009,49.45395879870936
us-ga-011,9.806451612903226
us-ga-013,22.64280798348245
us-ga-015,-0.3076616566849738
us-ga-017,2.218849401515055
us-ga-019,0.20728171492172542
us-ga-021,-1.3255473825723674
us-ga-023,1.1976670592926704
us-ga-025,9.823837486113316
us-ga-027,1.4131854825861156
us-ga-029,26.45488697027615
us-ga-031,2.0573161500295756
us-ga-033,2.526609029717608
us-ga-035,26.9707799033004
us-ga-037,-10.280531908974577
us-ga-039,31.374001375588595
us-ga-043,1.5837879620727913
us-ga-045,-0.13557380595408675
us-ga-047,17.830848002391896
us-ga-049,25.0
us-ga-051,55.545647482655916
us-ga-053,-8.121205637720303
us-ga-055,19.546776539020843
us-ga-057,1.3292426821830405
us-ga-059,65.8195482034863
us-ga-061,-8.166107262729415
us-ga-063,-10.763196464893522
us-ga-065,27.94297352342159
us-ga-067,-2.3792004490777954
us-ga-069,0.30599899766654004
us-ga-071,2.7682188537475865
us-ga-073,4.657068037297127
us-ga-075,2.3161214187328527
us-ga-077,0.9381544845954937
us-ga-079,-9.951859296111532
us-ga-081,-10.434607587680933
us-ga-083,15.459788529317525
us-ga-085,12.307692307692308
us-ga-087,-8.824159032708145
us-ga-089,1.827750503141523
us-ga-091,1.675496325290532
us-ga-093,-10.801874769400733
us-ga-095,-2.9925353279589784
us-ga-097,-46.30052998025563
us-ga-099,-13.671073201947303
us-ga-101,13.19796954314721
us-ga-103,12.70793036919104
us-ga-105,31.78915738074371
us-ga-107,2.6427510803720744
us-ga-109,3.1214668336040194
us-ga-111,16.280054182187605
us-ga-113,-3.0072012913247406
us-ga-115,26.46497919556172
us-ga-117,7.974541626674542
us-ga-119,14.620089390731591
us-ga-121,3.2141994997598067
us-ga-123,15.38401315274407
us-ga-125,9.928057553956835
us-ga-127,34.36651781805446
us-ga-129,16.778311092357193
us-ga-131,-12.471114706285258
us-ga-133,36.138725711703565
us-ga-135,5.719337210721403
us-ga-137,15.286584990457428
us-ga-139,22.887373751662093
us-ga-141,75.44692737430168
us-ga-143,12.987584749493704
us-ga-145,1.545903489018316
us-ga-147,25.55105268360186
us-ga-149,-0.8020990175096832
us-ga-151,-10.40169420542253
us-ga-153,1.8558619337724402
us-ga-155,1.2595934712512942
us-ga-157,16.51710187568959
us-ga-159,25.54177005789909
us-ga-161,-0.0558804542850011
us-ga-163,54.83639494833524
us-ga-165,2.3605735421339147
us-ga-167,30.81931633206728
us-ga-169,0.9785506946103084
us-ga-171,0.11890503219983417
us-ga-173,0.6995401909676624
us-ga-175,2.060375342282772
us-ga-177,-6.734354466322956
us-ga-179,59.19593631914761
us-ga-181,31.033642125792298
us-ga-183,33.03376244838475
us-ga-185,1.7298782843315152
us-ga-187,17.867203219315893
us-ga-189,39.91152352179543
us-ga-191,39.01406064712858
us-ga-193,-6.936509229879439
us-ga-195,20.211701950325054
us-ga-197,-10.860940357895144
us-ga-199,0.9659064811214424
us-ga-201,-12.508977891742253
us-ga-205,-10.438799114068292
us-ga-207,2.028185751216216
us-ga-209,1.8908105317501285
us-ga-211,28.105540897097626
us-ga-213,14.448547118317547
us-ga-215,-2.5455707367741054
us-ga-217,1.8435509530473737
us-ga-219,27.698645094049333
us-ga-221,27.434821696134254
us-ga-223,27.77777777777778
us-ga-225,-4.687713234892738
us-ga-227,14.097449779170823
us-ga-229,12.351251538777184
us-ga-231,0.16294000835835043
us-ga-233,20.168835736897645
us-ga-235,3.7247491648320974
us-ga-237,29.06829679595278
us-ga-239,-14.321843018196285
us-ga-241,18.06806806806807
us-ga-243,-12.110983583941948
us-ga-245,3.1211843048814414
us-ga-247,-1.5160650055710212
us-ga-249,-10.962322927231588
us-ga-251,2.877510512282855
us-ga-253,-10.503878803273409
us-ga-255,0.8060601121573807
us-ga-257,18.716250636780437
us-ga-259,-13.958656619329767
us-ga-261,-7.748924804324497
us-ga-263,-5.258538489927089
us-ga-265,60.758082497212925
us-ga-267,2.14661871993542
us-ga-269,-10.538950141269943
us-ga-271,0.08079777582218894
us-ga-273,-8.442575481768156
us-ga-275,1.7826209982369723
us-ga-277,5.5355487815726185
us-ga-279,1.4956055283401577
us-ga-281,17.88882318154938
us-ga-283,3.2495184150433065
us-ga-285,2.4147260996459643
us-ga-287,5.562219898894938
us-ga-289,1.215254895602852
us-ga-291,16.272900605156263
us-ga-293,1.0433436494500847
us-ga-295,17.594757054600098
us-ga-297,20.374465575703965
us-ga-299,28.233749179251475
us-ga-301,56.29820051413882
us-ga-303,49.63952251506914
us-ga-305,19.600499375780274
us-ga-307,-10.584523984877498
us-ga-309,1.4542850696930731
us-ga-311,14.15884293326567
us-ga-313,25.88883814991193
us-ga-315,3.2495758514284434
us-ga-317,41.19482835488186
us-ga-319,1.9839812605159601
us-ga-321,0.7353692388777006
us-hi-001,-18.06966868207255
us-hi-003,-12.334237710856144
us-hi-007,-20.413730885327563
us-hi-009,-18.03681327016723
us-id-001,-1.5223520715081262
us-id-003,-9.40756949994752
us-id-005,-3.946852201218809
us-id-007,-2.3372957849450273
us-id-009,-5.944979118119342
us-id-011,-0.992164139782728
us-id-013,7.123067590757703
us-id-015,-10.450152199725343
us-id-017,-5.520638608986772
us-id-019,0.00979417618065248
us-id-021,-4.427642409439733
us-id-023,-0.8807588075880751
us-id-025,-2.8705621517547186
us-id-027,-7.117120710733346
us-id-029,-2.866908175034462
us-id-031,-0.8076564957366583
us-id-033,1.8292916278654425
us-id-035,-7.464511812766156
us-id-037,0.023813185559287686
us-id-039,-1.0590762714818402
us-id-041,-1.7703342498127814
us-id-043,-1.5513433245566963
us-id-045,-9.564552005137259
us-id-047,-1.4417132365175667
us-id-049,-6.4549635986589
us-id-051,-2.5574408879780632
us-id-053,-0.03612526550343664
us-id-055,-4.425393999285538
us-id-057,-5.461391198138638
us-id-059,0.049047194354437385
us-id-061,-6.526096082919253
us-id-063,-1.0890020296717429
us-id-065,-1.9854725558845736
us-id-067,-1.1879197722994561
us-id-069,-6.854905471262951
us-id-071,-2.0285311652705613
us-id-073,-6.679558074717706
us-id-075,-8.455619124964267
us-id-077,0.2994722931047411
us-id-079,-10.10710859082858
us-id-081,-0.5063249483661159
us-id-083,-0.46817812532428116
us-id-085,-7.863112684675361
us-id-087,-8.409033647128886
us-il-001,-0.4299442984698254
us-il-003,1.9220808452779625
us-il-005,17.647063090378584
us-il-007,39.067866614495024
us-il-009,1.5699419620250925
us-il-011,36.382837487176396
us-il-013,-3.0948855202822756
us-il-015,-21.177567145287608
us-il-017,3.65936927702451
us-il-019,10.481967337166509
us-il-021,6.365065376214077
us-il-023,23.675580221997983
us-il-025,16.062992125984252
us-il-027,22.64768356392445
us-il-029,33.43091067099666
us-il-031,-4.1828122742451175
us-il-033,22.823098075160402
us-il-035,18.519849110831686
us-il-037,28.73355087381862
us-il-039,3.3317493025587814
us-il-041,23.85848941118864
us-il-043,5.50421251181451
us-il-045,22.774037850882763
us-il-047,12.966835972512698
us-il-049,17.50809245272304
us-il-051,18.977569118414188
us-il-053,22.107567229518448
us-il-055,-5.301732952270388
us-il-057,-23.335387521987837
us-il-059,24.270410048023642
us-il-061,-1.8024270026577276
us-il-063,34.70757843095063
us-il-065,19.251080172827653
us-il-067,-0.280898586427647
us-il-069,19.553072625698324
us-il-071,-19.196655900427995
us-il-073,-16.966990231089696
us-il-075,19.167176974892836
us-il-077,7.8146849451311065
us-il-079,17.990654205607477
us-il-081,-0.6600545702631133
us-il-083,-2.4748268508605427
us-il-085,-12.32167797355928
us-il-087,18.755132205616686
us-il-089,3.2553538437195773
us-il-091,-5.656974384976682
us-il-093,1.559512264085261
us-il-095,-12.260086309643825
us-il-097,7.037763962173033
us-il-099,39.287940011659934
us-il-101,21.16836232359698
us-il-103,35.68984440570728
us-il-105,26.34750147357391
us-il-107,5.82092894427354
us-il-109,2.7262950937390507
us-il-111,3.3281934467475294
us-il-113,6.84614210133584
us-il-115,4.503150396613753
us-il-117,-4.062451270080459
us-il-119,4.586454084213226
us-il-121,25.588614267307015
us-il-123,5.033658733974653
us-il-125,3.9704397737165387
us-il-127,23.31288343558282
us-il-129,6.744736511550739
us-il-131,-18.331320961643314
us-il-133,-0.6982176992622435
us-il-135,-2.0278660908490895
us-il-137,7.873498163778702
us-il-139,23.571542256883653
us-il-141,33.27408754598438
us-il-143,1.1981080676242484
us-il-145,-0.9363506135613348
us-il-147,6.693439202414009
us-il-149,-3.4313214431991645
us-il-151,17.507002801120446
us-il-153,-3.276287789062166
us-il-155,36.869173899067825
us-il-157,-6.7756338617886875
us-il-159,20.614263404476834
us-il-161,-11.508398422879795
us-il-163,1.2607375542229238
us-il-165,22.59311314125088
us-il-167,7.443073448061066
us-il-169,2.1986090134910485
us-il-171,1.1665759971436096
us-il-173,20.781108083560397
us-il-175,11.377247435668943
us-il-177,-13.667655319750466
us-il-179,-2.3377730930089937
us-il-181,3.1069842616570806
us-il-183,32.839385017991496
us-il-185,21.06515373352855
us-il-187,-16.37997058538995
us-il-189,19.496431937525248
us-il-191,12.68611548238712
us-il-193,19.250170415814587
us-il-195,-15.447739377819108
us-il-197,-5.3899078121523285
us-il-199,1.0954014754919916
us-il-201,26.324516366858152
us-il-203,2.0317021515378455
us-in-001,3.8696018444621783
us-in-003,9.818206576101835
us-in-005,3.2159495415228556
us-in-007,0.10174607072838404
us-in-009,-1.7651038602227387
us-in-011,4.137513772085488
us-in-013,-6.567980956029223
us-in-015,-1.7011659579198979
us-in-017,-1.8959282727039617
us-in-019,-6.113351217006108
us-in-021,-3.059676393603608
us-in-023,-2.000292324598335
us-in-025,-12.120805092055381
us-in-027,0.6806875900963683
us-in-029,0.32570327361697016
us-in-031,3.215995570271274
us-in-033,4.608380631577641
us-in-035,0.8625796093050087
us-in-037,-0.4318391894822693
us-in-039,1.494184303940016
us-in-041,-3.7234748982571286
us-in-043,-5.815899671867425
us-in-045,-4.609796395434406
us-in-047,-1.0808296678603668
us-in-049,-3.6604587593279696
us-in-051,-1.4887262787187105
us-in-053,0.9097371698448486
us-in-055,-3.9275026342599606
us-in-057,8.708697857157654
us-in-059,2.691448171540356
us-in-061,-10.652604085352385
us-in-063,2.863973926401603
us-in-065,-2.4124973605411606
us-in-067,-2.9435783593062204
us-in-069,5.679921452493314
us-in-071,-10.33656473669059
us-in-073,-3.6458129630042553
us-in-075,-0.05193434579101042
us-in-077,-3.0322518099532845
us-in-079,-3.181290398749775
us-in-081,-4.294294489111711
us-in-083,-2.7411180922653378
us-in-085,2.144149030447498
us-in-087,1.960075220438462
us-in-089,-25.321991057610916
us-in-091,-13.324243123762052
us-in-093,-8.681626200163214
us-in-095,0.39239207816174626
us-in-097,1.756028966336498
us-in-099,-2.2168451453350055
us-in-101,-4.467983677511881
us-in-103,-2.1339407879970547
us-in-105,-3.491857555267952
us-in-107,-4.353173656618273
us-in-109,-4.19164255975338
us-in-111,-4.391390691790684
us-in-113,4.132058946961736
us-in-115,-2.1315235908040213
us-in-117,-11.941031941031943
us-in-119,-1.8185199202782694
us-in-121,-2.1972393478242314
us-in-123,-2.7872650730933146
us-in-125,-6.2302396793373935
us-in-127,-33.69247947034533
us-in-129,-0.0486199259950304
us-in-131,-0.6129458440270963
us-in-133,-0.09347126308364151
us-in-135,-0.18095594798959724
us-in-137,0.43238468293883003
us-in-139,1.7564393755814312
us-in-141,-1.8087067957637426
